filename,created_at,taxon,taxon_original,method,habit,root_system,height_min,height_low,height_high,height_max,height_unit,inflorescence_type,inflorescence_shape,inflorescence_length_min,inflorescence_length_low,inflorescence_length_high,inflorescence_length_max,inflorescence_length_unit,inflorescence_width_min,inflorescence_width_low,inflorescence_width_high,inflorescence_width_max,inflorescence_width_unit,inflorescence_peduncle_length_min,inflorescence_peduncle_length_low,inflorescence_peduncle_length_high,inflorescence_peduncle_length_max,inflorescence_peduncle_length_unit,flower_merosity,pedicel_length_min,pedicel_length_low,pedicel_length_high,pedicel_length_max,pedicel_length_unit,pedicel_width_min,pedicel_width_low,pedicel_width_high,pedicel_width_max,pedicel_width_unit,bisexual_flowers_presence,male_flowers_presence,heteromorphic_flower_presence,sterile_flower_presence,calyx_shape,calyx_length_min,calyx_length_low,calyx_length_high,calyx_length_max,calyx_length_unit,calyx_lobe_length_min,calyx_lobe_length_low,calyx_lobe_length_high,calyx_lobe_length_max,calyx_lobe_length_unit.,corolla_length_min,corolla_length_low,corolla_length_high,corolla_length_max,corolla_length_unit,corolla_lobe_length_min,corolla_lobe_length_low,corolla_lobe_length_high,corolla_lobe_length_max,corolla_lobe_length_unit,corolla_lobe_width_min,corolla_lobe_width_low,corolla_lobe_width_high,corolla_lobe_width_max,corolla_lobe_width_unit,stamen_count,filament_length_min,filament_length_low,filament_length_high,filament_length_max,filament_length_unit,filament_color,anther_gland_presence,stemonozone_presence,stamen_tube_presence,staminal_tube_presence,intrastaminal_nectary_presence,nectary_presence,obs
flora_australia_11b_mimosaceae_acacia_2_treatment_0297.txt,2025-10-03T12:12:13.376715,Acacia_malloclada,Acacia malloclada,automatic,shrub,NA,NA,NA,NA,NA,NA,spikes,NA,NA,7,12,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cupular,NA,0.8,0.8,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0298.txt,2025-10-03T12:12:53.283534,Acacia_pubirhachis,Acacia pubirhachis,automatic,Shrub or tree,NA,NA,3,7,NA,m,spikes,NA,2.5,NA,6,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,NA,mm,NA,NA,NA,NA,NA,NA,1.3,1.6,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0299.txt,2025-10-03T12:13:33.770735,Acacia_rigescens,Acacia rigescens,automatic,Shrub,NA,NA,0.6,3,NA,m,spikes,NA,NA,2.5,3.5,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,NA,mm,NA,NA,NA,NA,NA,NA,1.3,1.4,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0300.txt,2025-10-03T12:14:13.550447,Acacia_conspersa,Acacia conspersa,automatic,Shrub or tree,NA,NA,NA,7.5,NA,m,spikes,NA,3,3,4.5,4.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,NA,mm,NA,NA,NA,NA,NA,NA,0.9,1.1,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0301.txt,2025-10-03T12:14:53.103270,Acacia_multistipulosa,Acacia multistipulosa,automatic,Shrub or tree,NA,NA,NA,10,NA,m,spikes,NA,2.4,NA,9,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.9,NA,mm,NA,NA,NA,NA,NA,NA,0.9,1.1,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0302.txt,2025-10-03T12:15:32.251980,Acacia_stipuligera,Acacia stipuligera,automatic,Shrub,NA,NA,2,6,NA,m,spikes,NA,2,NA,5,NA,cm,NA,NA,NA,NA,NA,1,NA,5,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1,NA,mm,NA,NA,NA,NA,NA,NA,1.2,1.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0303.txt,2025-10-03T12:16:12.514802,Acacia_gloeotricha,Acacia gloeotricha,automatic,Shrub,NA,NA,NA,4,NA,m,spikes,cylindrical,NA,4,NA,NA,cm,NA,NA,NA,NA,NA,NA,7,15,NA,mm,5-merous,NA,7,15,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0304.txt,2025-10-03T12:16:53.442897,Acacia_filamentosa,Acacia filamentosa,automatic,Shrub,NA,NA,NA,2,NA,m,spikes,NA,20,20,25,25,mm,6,6,6,6,mm,NA,5,15,NA,mm,5-merous,NA,5,15,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0305.txt,2025-10-03T12:17:33.020808,Acacia_filipes,Acacia filipes,automatic,Shrub,NA,NA,NA,1,NA,m,spikes,NA,NA,10,25,NA,mm,NA,NA,NA,NA,NA,NA,35,45,NA,mm,5-merous,NA,35,45,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.7,NA,mm,NA,NA,NA,NA,NA,NA,1,1.2,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0306.txt,2025-10-03T12:18:12.675854,Acacia_proiantha,Acacia proiantha,automatic,Shrub,NA,NA,NA,6,NA,m,spikes,NA,15,15,20,20,mm,NA,NA,NA,NA,NA,4,4,6,6,mm,5-merous,NA,4,6,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,cupular,0.4,0.4,0.6,0.6,mm,NA,NA,NA,NA,NA,NA,0.8,1.1,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0307.txt,2025-10-03T12:18:52.104400,Acacia_brockii,Acacia brockii,automatic,Tree,NA,NA,NA,5,NA,m,spikes,NA,23,NA,43,NA,mm,3.5,NA,4.5,NA,mm,NA,2,3,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0.9,0.9,mm,NA,NA,NA,NA,NA,NA,1.2,1.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0308.txt,2025-10-03T12:19:33.735217,Acacia_scopulorum,Acacia scopulorum,automatic,Tree or large shrub,NA,NA,NA,5,NA,m,spikes,NA,3.5,3.5,4.5,4.5,cm,NA,NA,NA,NA,NA,1.5,1.5,2,2,mm,4-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,mm,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,NA,mm,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0309.txt,2025-10-03T12:20:16.041933,Acacia_gracilenta,Acacia gracilenta,automatic,Shrub,NA,NA,NA,3,NA,m,spikes,NA,2,NA,5.5,NA,cm,3.5,NA,6.5,NA,mm,NA,13,26,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,NA,mm,NA,NA,NA,NA,NA,NA,0.9,1.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0310.txt,2025-10-03T12:20:55.508874,Acacia_linarioides,Acacia linarioides,automatic,Shrub,NA,NA,NA,2.5,NA,m,spikes,NA,NA,2,4.3,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,NA,mm,NA,NA,NA,NA,NA,NA,11.2,11.2,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0311.txt,2025-10-03T12:21:36.060963,Acacia_kelleri,Acacia kelleri,automatic,Shrub or tree,NA,NA,NA,7,NA,m,spikes,NA,1.3,NA,4.5,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0312.txt,2025-10-03T12:22:17.739292,Acacia_chrysochaeta,Acacia chrysochaeta,automatic,Shrub,NA,NA,NA,1.5,NA,m,spikes,NA,2.5,NA,3,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5- or rarely 6-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.3,NA,mm,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0313.txt,2025-10-03T12:22:53.718855,Acacia_guymeri,Acacia guymeri,automatic,Shrub,NA,1,NA,2.5,NA,m,spikes,NA,6,9,13,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-merous, rarely 4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.8,NA,mm,NA,NA,NA,NA,NA,NA,1.5,2.1,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0314.txt,2025-10-03T12:23:32.145290,Acacia_jackesiana,Acacia jackesiana,automatic,Shrub,NA,NA,NA,1,NA,m,spikes,NA,1.2,NA,2.2,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-merous, rarely 6-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.9,NA,mm,NA,NA,NA,NA,NA,NA,1.7,2.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0315.txt,2025-10-03T12:24:11.320726,Acacia_whitei,Acacia whitei,automatic,Shrub,NA,NA,NA,2,NA,m,spikes,NA,0.5,NA,1.8,NA,cm,4,NA,5,NA,mm,NA,NA,NA,NA,NA,"mostly 5-merous, also 4- and 6-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.2,NA,mm,NA,NA,NA,NA,NA,1.6,1.6,2.3,2.3,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0316.txt,2025-10-03T12:24:50.141048,Acacia_hyaloneura,Acacia hyaloneura,automatic,Shrub or tree,NA,NA,2,2,3,m,spikes,NA,NA,2,3.5,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.7,0.9,0.9,mm,NA,NA,NA,NA,NA,NA,1.5,2,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0317.txt,2025-10-03T12:25:29.318336,Acacia_subtilinervis,Acacia subtilinervis,automatic,Shrub,NA,NA,2,5.5,NA,m,spikes,NA,1.4,NA,3,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shallowly lobed,0.5,0.5,0.8,0.8,mm,NA,NA,NA,NA,NA,NA,1.4,1.8,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0318.txt,2025-10-03T12:26:08.437733,Acacia_lysiphloia,Acacia lysiphloia,automatic,Shrub,NA,NA,NA,6,NA,m,spikes,NA,0.7,NA,3.7,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.8,NA,mm,NA,NA,NA,NA,NA,NA,0.9,1.6,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0319.txt,2025-10-03T12:26:49.305057,Acacia_chisholmii,Acacia chisholmii,automatic,Shrub,NA,NA,NA,4,NA,m,spikes,NA,13,NA,28,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,NA,mm,NA,NA,NA,NA,NA,NA,1.1,1.6,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0320.txt,2025-10-03T12:27:29.433613,Acacia_minniritchi,Acacia gracillima,automatic,Shrub or tree,NA,NA,NA,4,NA,m,spikes,NA,2,NA,4,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.5,NA,mm,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0321.txt,2025-10-03T12:28:11.337270,Acacia_trachycarpa,Acacia trachycarpa,automatic,Shrub or small tree,NA,NA,NA,5,NA,m,spikes,NA,NA,9,20,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.9,NA,mm,NA,NA,NA,NA,NA,NA,1.2,1.7,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0322.txt,2025-10-03T12:28:50.254941,Acacia_effusa,Acacia effusa,automatic,Shrub,NA,NA,NA,1,NA,m,Spikes,NA,10,10,18,25,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-merous, occasionally 4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,NA,mm,NA,NA,NA,NA,NA,NA,1.2,1.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0323.txt,2025-10-03T12:29:26.670096,Acacia_helicophylla,Acacia helicophylla,automatic,Shrub,NA,NA,NA,4,NA,m,spikes,NA,NA,1.5,3.5,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1.2,NA,mm,NA,NA,NA,NA,NA,NA,1.4,2,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0324.txt,2025-10-03T12:30:04.800102,Acacia_monticola,Acacia monticola,automatic,Shrub or tree,NA,NA,NA,5,8,m,heads,globular to obloid,NA,0.6,1,2.2,cm,6,6,10,10,mm,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1.4,NA,mm,NA,NA,NA,NA,NA,1.6,NA,4,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0325.txt,2025-10-03T12:30:40.516814,Acacia_phlebocarpa,Acacia phlebocarpa,automatic,Shrub,NA,NA,0.4,2,NA,m,"simple, globular heads",globular,NA,7,8,NA,mm,NA,7,8,NA,mm,NA,NA,NA,NA,,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,,,,,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0326.txt,2025-10-03T12:31:17.262814,Acacia_orthocarpa,Acacia orthocarpa,automatic,Shrub or small tree,NA,NA,NA,4,NA,m,spikes,NA,0.9,NA,3.2,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,NA,mm,NA,NA,NA,NA,NA,NA,0.9,1.4,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0327.txt,2025-10-03T12:31:54.439213,Acacia_arida,Acacia arida,automatic,Shrub,NA,NA,NA,3,NA,m,spikes,NA,1,NA,2.4,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,NA,mm,NA,NA,NA,NA,NA,NA,0.3,1.3,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0328.txt,2025-10-03T12:32:32.332176,Acacia_tenuispica,Acacia tenuispica,automatic,shrub,NA,NA,NA,4,6,m,spikes,narrow,1.5,NA,4.5,NA,cm,NA,NA,NA,NA,NA,1.5,NA,3,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0329.txt,2025-10-03T12:33:12.584183,Acacia_lentiginea,Acacia lentiginea,automatic,Shrub,NA,NA,NA,3,NA,m,spikes,narrow,1.5,NA,3,NA,cm,NA,NA,NA,NA,NA,NA,2,3,NA,mm,5-merous,NA,2,3,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0330.txt,2025-10-03T12:33:53.864493,Acacia_delibrata,Acacia delibrata,automatic,Shrub or tree,NA,NA,NA,9,NA,m,spikes,NA,1.5,NA,3,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,NA,mm,NA,NA,NA,NA,NA,NA,1,1.3,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0331.txt,2025-10-03T12:34:36.124893,Acacia_richardsii,Acacia richardsii,automatic,Shrub,NA,NA,3,4,NA,m,spikes,NA,NA,2,3,NA,cm,2,NA,4,NA,mm,NA,5,15,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0332.txt,2025-10-03T12:35:13.692927,Acacia_kimberleyensis,Acacia kimberleyensis,automatic,Shrub,NA,NA,1,1.5,NA,m,spikes,narrow,NA,2,3,NA,cm,NA,NA,NA,NA,NA,NA,5,10,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0333.txt,2025-10-03T12:35:50.921617,Acacia_gonocarpa,Acacia gonocarpa,automatic,Shrub to tree,NA,NA,NA,2,3.5,m,spikes,NA,NA,NA,3,NA,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0334.txt,2025-10-03T12:36:30.000152,Acacia_conjunctifolia,Acacia conjunctifolia,automatic,Shrub,NA,NA,NA,2,NA,m,spikes,NA,0.7,NA,3,NA,cm,NA,NA,NA,NA,NA,2,2,6,7,mm,5-merous,2,NA,6,7,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0335.txt,2025-10-03T12:37:10.106657,Acacia_subternata,Acacia subternata,automatic,Shrub,NA,NA,NA,1.2,NA,m,heads,NA,NA,NA,NA,NA,NA,5,NA,9,NA,mm,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,mm,NA,NA,NA,NA,NA,NA,1.7,2.5,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0336.txt,2025-10-03T12:37:49.585048,Acacia_manipularis,Acacia manipularis,automatic,Shrub,NA,NA,0.75,1,NA,m,simple,globular,NA,NA,NA,NA,NA,6,NA,NA,NA,mm,NA,20,25,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0337.txt,2025-10-03T12:38:27.914673,Acacia_delicatula,Acacia delicatula,automatic,Shrub,NA,NA,NA,1.5,NA,m,heads,globular,NA,4,6.5,NA,mm,NA,4,6.5,NA,mm,5,NA,18,NA,mm,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1,NA,mm,NA,NA,NA,NA,NA,NA,1.3,1.8,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
flora_australia_11b_mimosaceae_acacia_2_treatment_0338.txt,2025-10-03T12:39:07.294892,Acacia_yirrkallensis,Acacia yirrkallensis,automatic,Shrub,NA,NA,1,NA,2,m,Heads,NA,NA,NA,NA,NA,NA,3,NA,4.5,NA,mm,NA,NA,NA,NA,NA,5-merous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1.1,NA,mm,NA,NA,NA,NA,NA,NA,1.4,1.6,NA,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
