"filename","created_at","taxon","taxon_original","method","habit","root_system","height_min","height_low","height_high","height_max","height_unit","inflorescence_type","inflorescence_shape","inflorescence_length_min","inflorescence_length_low","inflorescence_length_high","inflorescence_length_max","inflorescence_length_unit","inflorescence_width_min","inflorescence_width_low","inflorescence_width_high","inflorescence_width_max","inflorescence_width_unit","inflorescence_peduncle_length_min","inflorescence_peduncle_length_low","inflorescence_peduncle_length_high","inflorescence_peduncle_length_max","inflorescence_peduncle_length_unit","flower_merosity","pedicel_length_min","pedicel_length_low","pedicel_length_high","pedicel_length_max","pedicel_length_unit","pedicel_width_min","pedicel_width_low","pedicel_width_high","pedicel_width_max","pedicel_width_unit","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","calyx_length_min","calyx_length_low","calyx_length_high","calyx_length_max","calyx_length_unit","calyx_lobe_length_min","calyx_lobe_length_low","calyx_lobe_length_high","calyx_lobe_length_max","calyx_lobe_length_unit.","corolla_length_min","corolla_length_low","corolla_length_high","corolla_length_max","corolla_length_unit","corolla_lobe_length_min","corolla_lobe_length_low","corolla_lobe_length_high","corolla_lobe_length_max","corolla_lobe_length_unit","corolla_lobe_width_min","corolla_lobe_width_low","corolla_lobe_width_high","corolla_lobe_width_max","corolla_lobe_width_unit","stamen_count","filament_length_min","filament_length_low","filament_length_high","filament_length_max","filament_length_unit","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","obs"
"inga_treatment_0168.txt","2025-10-04T01:07:35.290859","Inga_barbata","Inga barbata","automatic","tree",NA,NA,NA,12,NA,"m","spike",NA,"1.3",1.5,NA,NA,"cm",NA,NA,NA,NA,NA,2.5,2.5,5,5,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,"mm",NA,NA,NA,NA,NA,"35",1.5,NA,2.5,NA,"cm","white",NA,NA,NA,"present",NA,"",NA
"inga_treatment_0180.txt","2025-10-04T01:15:09.943378","Inga_tonduzii","Inga tonduzii","automatic","Tree",NA,NA,NA,25,NA,"m","spike",NA,"2",2,3,NA,"cm",NA,NA,NA,NA,NA,1.3,NA,3,NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,"mm",NA,NA,NA,NA,NA,"100",NA,3,NA,NA,"cm","pale cream-coloured",NA,NA,"present","present",NA,"",NA
"inga_treatment_0194.txt","2025-10-04T01:24:15.766505","Inga_herrerae","Inga herrerae","automatic","tree",NA,NA,NA,15,NA,"m","a congested spike",NA,"2",2,3,3,"cm",NA,NA,NA,NA,NA,1,NA,2.5,NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,"mm",NA,NA,NA,NA,NA,"80",1.5,1.5,2,2,"cm",NA,NA,NA,"present",NA,NA,"",NA
"inga_treatment_0197.txt","2025-10-04T01:26:09.331989","Inga_sierrae","Inga sierrae","automatic","tree",NA,NA,NA,20,NA,"m","spike",NA,"1",NA,3.5,NA,"cm",NA,NA,NA,NA,NA,2,NA,10,NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"3",3,"mm",NA,NA,NA,NA,NA,NA,4,NA,NA,"mm",NA,NA,NA,NA,NA,"80",NA,2,2.5,NA,"cm","white",NA,NA,NA,"present",NA,"",NA
"inga_treatment_0220.txt","2025-10-04T01:40:38.708991","Inga_blanchetiana","Inga blanchetiana","automatic","Tree",NA,NA,NA,20,NA,"m","spike or raceme","congested","1",NA,2.5,NA,"cm",NA,NA,NA,NA,NA,1,NA,2.5,NA,"cm",NA,1,NA,3,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"mm",NA,NA,NA,NA,NA,"75",2.5,2.5,2.8,2.8,"cm","white",NA,NA,"present","present",NA,"",NA
"inga_treatment_0245.txt","2025-10-04T01:56:19.305547","Inga_adenophylla","Inga adenophyila","automatic","tree",NA,NA,NA,15,NA,"m","spike","congested","1.8",1.8,2.5,2.5,"cm",NA,NA,NA,NA,NA,4,4,8,8,"cm",NA,0,NA,0.5,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"funnel-shaped",NA,NA,NA,NA,NA,1.5,NA,"2.5",NA,"mm",NA,NA,NA,NA,NA,NA,3,4,NA,"mm",NA,NA,NA,NA,NA,"45",NA,2.5,NA,NA,"cm","white",NA,NA,NA,"present",NA,"",NA
"inga_treatment_0250.txt","2025-10-04T01:59:29.462435","Inga_oerstediana","Inga oerstediana","automatic","tree",NA,NA,NA,30,NA,"m","congested spike",NA,"1.5",NA,5,NA,"cm",NA,NA,NA,NA,NA,NA,2,7,NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tubular",NA,NA,NA,NA,"mm",NA,0.5,"1",NA,"mm",NA,NA,NA,NA,NA,NA,2,3,NA,"mm",NA,NA,NA,NA,NA,NA,1.5,1.5,2,2,"cm","white",NA,NA,NA,"present",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0029.txt","2025-07-09T11:18:56,234","Mimosa_colombiana","Mimosa colombiana","","vines","",NA,NA,NA,NA,"","capitula","globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,3,11,NA,"mm","5- or 6-merous",0.3,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",0.5,0.5,0.8,0.8,"mm",NA,NA,NA,NA,"",NA,1.7,2.8,NA,"mm",0.6,1,NA,NA,"mm",NA,NA,NA,NA,"","",NA,2.5,3,NA,"mm","white",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0033.txt","2025-07-09T11:24:08,773","Mimosa_pithecolobioides","Mimosa pithecolobioides","","arborescent shrubs and round-topped trees","",NA,2,5,NA,"m","fl-spikes","amentiform",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1.5,3,NA,"cm","5-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",0.6,0.7,1.2,NA,"mm",0.2,0.2,"0.4",0.4,"mm",1.7,2,2.5,NA,"mm",0.7,1,1,NA,"mm",0.3,0.3,0.45,0.45,"mm","10",1.8,1.8,3,3.5,"mm","cream-colored",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0036.txt","2025-07-09T11:27:54,863","Mimosa_townsendii","Mimosa townsendii","","Treelets","",NA,NA,NA,NA,"","spikes","","8",8,15,15,"mm",NA,NA,NA,NA,NA,NA,1,1.5,NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"shallowly campanulate",NA,0.5,0.5,NA,"mm",NA,0.1,"0.1",NA,"mm",NA,2.3,2.3,NA,"mm",1.1,1.1,NA,NA,"mm",NA,0.75,0.75,NA,"mm","8",NA,5,5,NA,"mm","white",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0037.txt","2025-07-09T11:29:10,450","Mimosa_rhododactyla","Mimosa rhododactyla","","arborescent shrubs","",NA,2,7,NA,"m","spikes","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4- or 5- or 6-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate or turbinate-campanulate",0.4,0.4,1.7,1.7,"mm",0.1,0.1,"0.25",0.25,"mm",1.7,1.7,3.3,3.3,"mm",0.8,1.1,1.1,NA,"mm",NA,NA,NA,NA,"","8",3,3,6,6,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0044.txt","2025-07-09T11:37:49,769","Mimosa_adenantheroides","Mimosa adenantheroides","","arborescent shrubs","",NA,1,4,5,"m","capitula","oblong-ellipsoid, spiciform, cylindric, or amentiform",NA,8,20,NA,"mm",NA,NA,NA,NA,NA,NA,1,3.5,NA,"cm","5-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",1.2,1.2,2.1,2.1,"mm",0.2,0.2,"0.5",0.5,"mm",NA,2.6,3.7,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",NA,5,7,NA,"mm","whitish or pale pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0052.txt","2025-07-09T11:48:09,232","Mimosa_spirocarpa","Mimosa spirocarpa","","shrubs","",NA,NA,NA,NA,"","fl-spikes","amentiform","6",6,10,10,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",0.8,0.8,1.6,1.6,"mm",0.2,0.2,"0.5",0.5,"mm",NA,2.2,2.7,NA,"mm",1,1.2,NA,NA,"mm",NA,0.65,0.8,NA,"mm","10",NA,5,6.5,NA,"mm","pink fading whitish",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0078.txt","2025-07-09T12:20:09,581","Mimosa_moniliformis","Mimosa moniliformis","","Bushy shrubs and small trees","",NA,NA,3,NA,"m","capitula","globose or ellipsoid","7",7,12,12,"mm",NA,NA,NA,NA,NA,NA,7,21,NA,"mm","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,0.8,0.8,NA,"mm",NA,NA,NA,NA,"",NA,3,3,NA,"mm",1.1,1.1,NA,NA,"mm",NA,0.6,0.6,NA,"mm","10",NA,4.5,5.5,NA,"mm","pink-purple",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0079.txt","2025-07-09T12:21:26,678","Mimosa_gentryi","Mimosa gentryi","","shrubs","",2,NA,3,NA,"m","capitula","hemispherical",NA,7,8,NA,"mm",NA,NA,NA,NA,NA,NA,12,28,NA,"mm","4- and 5-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,0.8,1,NA,"mm",NA,NA,NA,NA,"",NA,2.5,4.3,NA,"mm",1,1.3,NA,NA,"mm",NA,0.55,0.9,NA,"mm","",4.5,NA,6,NA,"mm","lilac",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0090.txt","2025-07-09T12:34:49,819","Mimosa_monancistra","Mimosa monancistra","","shrubs","",NA,8,28,NA,"dm","capitula","oblong",NA,6,11,NA,"mm",NA,NA,NA,NA,NA,NA,4,16,NA,"mm","5-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate or turbinate",0.9,1,1.4,NA,"mm",0.1,0.1,"0.4",0.4,"mm",NA,2,2.8,3,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","10",4,4,6,6,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0100.txt","2025-07-09T12:46:43,251","Mimosa_borealis","Mimosa borealis","","shrubs","",NA,NA,12,NA,"dm","capitula","umbelliform, spherical or hemispherical","5",5,7,7,"mm",NA,NA,NA,NA,NA,7,10,23,NA,"mm","4- or 5-merous",NA,0.4,1,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"turbinate",NA,0.5,0.8,NA,"mm",NA,NA,NA,NA,"",2.1,2.1,2.8,2.8,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","8(10)",2.5,3,4.5,5,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0104.txt","2025-07-09T12:51:31,413","Mimosa_arenosa","Mimosa arenosa","","subshrubs, shrubs and trees","",NA,1,6,NA,"m","spikes","","3",3.5,7,NA,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"shakkiwky or shortly campanulate",NA,0.35,0.75,0.85,"mm",0.1,0.1,"0.2",0.2,"mm",NA,2,2.5,NA,"mm",1,1.4,NA,NA,"mm",NA,0.7,0.9,NA,"mm","8",3,3.5,5,6,"mm","white or cream-white, exceptionally pallid-roseate in fading",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0131.txt","7/9/2025 13:25","Mimosa_gemmulata","Mimosa gemmulata","","shrubs","",NA,1,2.5,4,"m","fl-spikes","","4",5,12,13,"cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"crateriform or shallowly campanulate",0.3,0.4,0.8,NA,"mm",0.1,0.1,"0.3",0.3,"mm",1.5,1.7,2.4,NA,"mm",1,1.3,NA,NA,"mm",NA,0.65,0.8,1,"mm","8",NA,4,8,NA,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0132.txt","7/9/2025 13:26","Mimosa_gemmulata","Mimosa gemmulata var. gemmulata","","Shrubs","",NA,1,2,2.5,"m","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0133.txt","7/9/2025 13:27","Mimosa_gemmulata","Mimosa gemmulata var. adamantina","","shrubs or treelets","",2,2.5,4,NA,"m","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0134.txt","7/9/2025 13:28","Mimosa_gemmulata","Mimosa gemmulata var. segrex","","shrubs","",1,NA,3,NA,"m","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","white",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0135.txt","7/9/2025 13:29","Mimosa_gemmulata","Mimosa gemmulata var. cristallina","","","",NA,NA,NA,NA,"","","",NA,3,4,NA,"dm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0145.txt","7/9/2025 13:41","Mimosa_bimucronata","Mimosa bimucronata","","Trees and bushy treelets","",2,3,8,10,"m","capitula","globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,6,16,20,NA,"mm","4 (5)-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,0.55,0.9,NA,"mm",NA,0.05,"0.15",NA,"mm",NA,2,2.8,NA,"mm",0.8,1.1,NA,NA,"mm",NA,0.6,0.8,NA,"mm","8(10)",NA,4.5,6,NA,"mm","white",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0146.txt","7/9/2025 13:42","Mimosa_bimucronata","Mimosa bimucronata var. bimucronata","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0147.txt","7/9/2025 13:44","Mimosa_bimucronata","Mimosa bimucronata var. adenocarpa","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0158.txt","7/9/2025 13:57","Mimosa_leucaenoides","Mimosa leucaenoides","","shrubs and treelets","",NA,NA,4.5,NA,"m","capitula","globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,NA,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"narrowly campanulate",1.2,1.2,1.4,1.4,"mm",NA,0.2,"0.2",NA,"mm",NA,2.7,3.2,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","8",NA,3.5,4.5,NA,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0162.txt","7/9/2025 14:02","Mimosa_hondurana","Mimosa hondurana","","vines","",NA,3,NA,NA,"m","capitula","globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,0.4,0.8,NA,"mm",NA,NA,NA,NA,"",NA,2,2.3,NA,"cm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","8",NA,NA,NA,NA,"","white",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0170.txt","7/9/2025 14:12","Mimosa_extranea","Mimosa extranea","","shrubs or treelets","",NA,1.5,3,NA,"m","capitula","globose",NA,5,5,NA,"mm",NA,NA,NA,NA,NA,6,NA,38,NA,"mm","4-S-merous",NA,6,38,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"narrowly campanulate",0.8,0.8,1,1,"mm",NA,0.2,"0.2",0.2,"mm",NA,2.4,3,NA,"mm",0.8,1.3,NA,NA,"mm",NA,0.5,0.7,NA,"mm","",NA,2.5,3,NA,"mm","white",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0171.txt","7/9/2025 14:13","Mimosa_bahamensis","Mimosa bahamensis","","shrubs and treelets","",NA,2,4.5,9,"m","capitula","globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,7,15,NA,"mm","4(-5)-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,1,1.3,NA,"mm",NA,0.1,"0.3",NA,"mm",NA,2.6,3,NA,"mm",0.8,1.1,NA,NA,"mm",NA,0.7,0.9,NA,"mm","8(10)",NA,3,4.5,NA,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0176.txt","7/9/2025 14:19","Mimosa_ephedroides","Mimosa ephedroides","","shrubs","",NA,NA,2,NA,"m","capitula","globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,5,15,NA,"mm","4(5-)-merous",NA,0.3,0.3,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,NA,NA,NA,"",NA,0.2,"0.5",NA,"mm",NA,2.5,3.4,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","8(10)",NA,5,6,NA,"mm","white",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0186.txt","7/9/2025 14:31","Mimosa_gracilis","Mimosa gracilis","","herbs","woody, when young carrot-like, in age knotty and amorphous",1,2,14,NA,"dm","capitula","globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0.8,1,4.5,6,"cm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,0.2,0.4,NA,"mm",NA,NA,NA,NA,"",NA,1.4,2.6,3,"mm",0.5,1.7,NA,NA,"mm",NA,NA,NA,NA,"","8",NA,2.5,5.5,NA,"mm","vivid pink or lilac-pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0231.txt","7/9/2025 15:23","Mimosa_cruenta","Mimosa cruenta","","subshrubs","heavy woody rootstock",NA,5,15,NA,"dm","capitula","globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,14,38,NA,"mm","(3-)4(-5)-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",0.7,0.7,1.2,1.2,"mm",0.25,0.25,"0.4",0.4,"mm",NA,2.7,3.3,NA,"mm",0.75,1,NA,NA,"mm",NA,0.7,1,NA,"mm","8",NA,4,5.5,NA,"mm","bright pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0249.txt","7/9/2025 15:43","Mimosa_caesalpiniifolia","Mimosa caesalpiniifolia","","trees or potentially sarmentose shrubs","",NA,3,7,NA,"m","amentiform fl-spikes","",NA,NA,NA,NA,"mm",NA,NA,NA,NA,NA,3,3,7,9,"cm","3-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",0.4,0.4,0.7,0.7,"mm",0.1,0.1,"0.2",0.2,"mm",NA,1.7,2.2,NA,"mm",1,1.3,NA,NA,"mm",NA,0.6,1,NA,"mm","6",4,4.5,7,NA,"mm","white",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0258.txt","7/9/2025 15:53","Mimosa_guaranitica","Mimosa guaranitica","","subshrubs","woody root-stock",NA,NA,NA,NA,"","capitula","globose",NA,5,5.5,NA,"mm",NA,NA,NA,NA,NA,3,3,5.5,5.5,"cm","3-merous",0,NA,0.2,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,NA,NA,NA,"",NA,NA,NA,NA,"",2.4,2.4,2.7,2.7,"mm",1,1.2,1.2,NA,"mm",0.9,0.9,1.1,1.1,"mm","6",4.5,NA,6,NA,"mm","pink",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0282.txt","7/9/2025 16:21","Mimosa_quadrivalvis","Mimosa quadrivalvis","","Humifuse and herbaceous or frutescent and sarmentose","",4,4,20,30,"dm","capitula","globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,0.4,13,20,"cm","(4-)5-6- merous",NA,NA,1,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",0.3,0.3,0.6,0.6,"mm",NA,NA,NA,NA,"",1.8,2,4.3,NA,"mm",0.6,1.7,1.7,NA,"mm",0.6,0.6,0.85,0.85,"mm","10",2.5,2.5,9,10,"mm","pink or purplish-pink, sometimes fading whitish",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0309.txt","7/9/2025 16:52","Mimosa_antioquensis","Mimosa antioquiensis","","shrubs","",NA,2,8,NA,"m","capitula","globose or plumply ellipsoid",NA,5,6.5,NA,"mm",NA,NA,NA,NA,NA,NA,10,14,NA,"mm","5-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"shallowly or narrowly campanulate",0.4,0.4,1,1,"mm",NA,NA,NA,NA,"",1.9,1.9,2.7,2.7,"mm",0.6,0.9,0.9,NA,"mm",0.2,0.2,0.4,0.4,"mm","5",1.5,1.5,2,2,"mm","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0335.txt","7/9/2025 17:21","Mimosa_bonplandii","Mimosa bonplandii","","shrub or treelet","",NA,1,3,NA,"m","capitula","globose",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,2,5,6,"mm","4-merous",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"cup-shaped",0.4,0.4,0.5,0.5,"mm",NA,NA,NA,NA,"",NA,2,2.6,NA,"mm",0.7,0.9,NA,NA,"mm",0.8,NA,1,NA,"mm","4",NA,2,3,NA,"mm","pale yellow",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0349.txt","7/9/2025 17:37","Mimosa_paludosa","Mimosa setosa subsp. paludosa","","","",NA,NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"campanulate",NA,0.3,0.6,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0350.txt","7/9/2025 17:38","Mimosa_paludosa","Mimosa setosa subsp. paludosa var. palndosa","","Shrubs and treelets","",NA,1.5,5,NA,"m","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0431.txt","7/9/2025 19:11","Mimosa_manidea","Mimosa manidea","","rosette-trees","",NA,2,4,NA,"m","capitula","ovoid-ellipsoid or globose",NA,12,17,NA,"mm",NA,NA,NA,NA,NA,NA,3,7,9,"cm","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,5,5.5,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","",NA,NA,"","",NA,"",NA
"Barneby_1991_Sensitivae_Censitae_treatment_0450.txt","7/9/2025 19:33","Mimosa_pigra","Mimosa pigra","","shrubs","adventitiously rooting",NA,5,16,NA,"dm","capitula","globose",NA,5,6.5,NA,"mm",NA,NA,NA,NA,NA,NA,7,17,24,"mm","",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,0.6,0.85,NA,"mm",NA,NA,NA,NA,"",NA,1.5,1.8,NA,"mm",NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,2,NA,"mm","pink",NA,NA,"","",NA,"",NA
