"taxon","habit","root_system","inflorescence_type","inflorescence_shape","flower_merosity","calyx_shape","stamen_count","filament_color","stamen_tube_presence","staminal_tube_presence","nectary_presence","height","inflorescence_length","inflorescence_peduncle_length","pedicel_length","calyx_length","calyx_lobe_length","corolla_length","corolla_lobe_length","filament_length"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,1,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,1,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA
1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
