"taxon","habit","root_system","inflorescence_type","inflorescence_shape","flower_merosity","bisexual_flowers_presence","male_flowers_presence","heteromorphic_flower_presence","sterile_flower_presence","calyx_shape","stamen_count","filament_color","anther_gland_presence","stemonozone_presence","stamen_tube_presence","staminal_tube_presence","intrastaminal_nectary_presence","nectary_presence","height_mean","inflorescence_length_mean","inflorescence_width_mean","inflorescence_peduncle_length_mean","pedicel_length_mean","pedicel_width_mean","calyx_length_mean","calyx_lobe_length_mean","corolla_length_mean","corolla_lobe_length_mean","corolla_lobe_width_mean","filament_length_mean","Phylo_nitfix","NGS_acacia","flora_AUS_traits"
"Acacia_leptospermoides_obovata","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_vassalii","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,0.35,0.35,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_diaphyllodinea","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,0.05,0.4,0.65,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_crassuloides","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,0.05,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_binata","shrub",NA,"racemes","globular to slightly obloid","S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",55,NA,0.425,1.05,1.05,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_saxatilis","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.075,0.525,1.15,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_evenulosa","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",110,0.05,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_blaxellii","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,0.05,0.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_diaphana","shrub",NA,"","","","","","","","",NA,"",NA,"","","","","",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_euthyphylla","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.15,0.45,0.65,0.65,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_carnosula","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",100,0.325,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_profusa","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",60,0.075,0.475,1.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pusilla","subshrub",NA,"simple","globular","S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",25,NA,0.225,0.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_rhamphophylla","subshrub",NA,"1-headed racemes","globular","S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,0.05,0.275,1.05,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_excentrica","subshrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,0.075,0.425,1.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_lachnophylla","shrub",NA,"rudimentary racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",80,NA,0.425,1.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_poliochroa","dwarf shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0.05,0.45,1.35,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_quinquenervia","Shrub",NA,"rudimentary, 2-branched racemes","globular","S-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",85,0.05,0.375,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_mutabilis","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",115,0.075,0.45,1.05,1.05,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_mutabilis_mutabilis","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,NA,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_mutabilis_angustifolia","Shrub",NA,"flower-heads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",80,NA,0.65,1.15,1.15,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_mutabilis_incurva","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",180,NA,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_mutabilis_rhynchophylla","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",75,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_mutabilis_stipulifera","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_halliana","Bushy spreading shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,0.6,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_dermatophylla","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35,0.1,0.6,1.025,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pachyphylla","shrub",NA,"1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,0.05,0.725,2.1,2.1,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_glaucissima","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",105,0.15,0.55,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_acoma","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.075,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_merrallii","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.1,0.45,1.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_sericocarpa","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",120,0.45,0.45,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ligustrina","shrub or tree",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,0.525,0.525,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_tetraptera","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",45,NA,0.45,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_glaucoptera","shrub",NA,"1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.05,0.55,1.05,1.05,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_bifaria","shrub",NA,"J-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,0.1,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_bracteolata","shrub",NA,"racemes","globular to slightly obloid","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",60,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_imbricata","shrub",NA,"1-headed, rudimentary racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.05,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_triquetra","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.1,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_acinacea","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,0.05,0.425,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_microcarpa","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_praemorsa","shrub","suckering","racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,0.25,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_flexifolia","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_lineata","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_aspera","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_glandulicarpa","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_paradoxa","shrub or tree",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,1.2,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_rhetinocarpa","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_verniciflua","shrub or tree",NA,"heads","globular to obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",450,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_leprosa","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ausfeldii","shrub or tree",NA,"heads","globular to slightly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_dodonaeifolia","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400,0.5,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_howittii","shrub or tree",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",600,NA,NA,0.65,0.65,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_montana","shrub or tree",NA,"heads","globular to shortly obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_errabunda","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_stricta","Shrub or tree",NA,"heads","globular to obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",300,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_veronica","shrub or tree",NA,"racemes","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",650,0.4,0.95,1.15,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_cognata","Shrub or tree",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",650,0.45,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_subporosa","Tree",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1200,0.65,0.65,0.85,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_baeuerlenii","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,0.35,0.8,1.15,1.15,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_tessellata","Tall shrub to small tree",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",875,0.85,0.85,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_viscidula","Shrub or small tree",NA,"heads","globular","4-merous, infrequently 5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",350,NA,0.475,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_barattensis","shrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,NA,NA,1.05,1.05,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_gracilifolia","Shrub",NA,"heads","globular to obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_menzelii","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_wilhelmiana","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,1,1,1
"Acacia_cowaniana","shrub or tree",NA,"racemes","globular","5-merous",NA,NA,NA,NA,"membranous",NA,NA,NA,NA,NA,NA,NA,"",500,0.25,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_viscifolia","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,0.15,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_helmsiana","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_abrupta","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_ascendens","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,0.3,NA,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_brachypoda","Shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,NA,NA,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_leptalea","Shrubs",NA,"1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,0.075,0.4,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_dawsonii","Shrub or occasionally tree",NA,"racemes","depressed-globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,1.5,0.35,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_farinosa","shrub",NA,"heads","globular","","","","","","",NA,"",NA,"","","","","",150,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_pinguifolia","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.1,0.35,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sclerophylla","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,0.35,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_sclerophylla_sclerophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_sclerophylla_pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sclerophylla_teretiuscula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pinguiculosa","Shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,NA,0.45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_pinguiculosa_pinguiculosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pinguiculosa_teretifolia","shrubland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_gemina","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",70,0.35,0.35,0.3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_deflexa","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",107.5,NA,0.325,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pharangites","shrub",NA,"racemes","obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",350,0.85,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_tetanophylla","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",130,0.375,0.375,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_dura","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",110,NA,0.375,0.55,0.55,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_octonervia","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30,0.35,0.35,0.95,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_nitidula","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",130,0.375,0.375,0.9,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_sulcata","shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",110,0.35,0.35,0.95,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_sulcata_sulcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1.15,1.15,NA,NA,NA,NA,NA,NA,NA,0,1,1
"Acacia_sulcata_platyphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_sulcata_planoconvexa","shrubland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_brachyphylla","Subshrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",25,NA,0.35,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_brachyphylla_brachyphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_brachyphylla_recurvata","shrubland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_prismifolia","Shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",32.5,NA,0.35,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_declinata","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",32.5,NA,0.5,0.625,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_caesariata","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",95,NA,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_patagiata","shrub",NA,"heads","globular","4-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.45,0.45,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_torticarpa","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_awestoniana","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",275,0.45,0.55,1.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_dictyoneura","shrub",NA,"racemes","globular to obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",110,0.425,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_recurvata","Shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.075,0.475,0.65,0.65,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_auratiflora","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,0.1,0.65,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_cassicula","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,NA,0.45,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_lanuginophylla","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",85,0.6,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_chrysopoda","shrub",NA,"simple","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",65,NA,0.55,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_kingiana","Bushy shrub",NA,"1-headed racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,0.175,0.425,0.375,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_consobrina","Spreading shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",90,0.25,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_flavipila","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",125,0.4,0.475,0.45,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_flavipila_flavipila","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_flavipila_ovalis","Shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_trulliformis","shrub",NA,"racemes","globular to obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",200,0.5,0.55,1.05,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_loxophylla","shrub",NA,"reduced racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",60,0.2,0.45,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_vittata","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",250,0.075,0.45,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_verricula","shrub",NA,"racemes","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",175,0.35,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
"Acacia_lobulata","Shrub",NA,"heads","globular","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,NA,0.4,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,0,0,1
"Acacia_pelophila","shrub",NA,"heads","subglobular to obloid","5-merous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",150,0.575,0.45,0.75,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
